Stage 12 => Total: 16, Pass: 16, noPass: 0, PassRate: 1.000000
Stage 13 => Total: 16, Pass: 15, noPass: 1, PassRate: 0.937500
Stage 14 => Total: 15, Pass: 15, noPass: 0, PassRate: 1.000000
Stage 15 => Total: 15, Pass: 13, noPass: 2, PassRate: 0.866667
Stage 16 => Total: 13, Pass: 13, noPass: 0, PassRate: 1.000000
Stage 17 => Total: 13, Pass: 12, noPass: 1, PassRate: 0.923077
Stage 18 => Total: 12, Pass: 12, noPass: 0, PassRate: 1.000000
Stage 19 => Total: 12, Pass: 11, noPass: 1, PassRate: 0.916667
Stage 20 => Total: 11, Pass: 11, noPass: 0, PassRate: 1.000000
Stage 21 => Total: 11, Pass: 11, noPass: 0, PassRate: 1.000000
Stage 22 => Total: 11, Pass: 10, noPass: 1, PassRate: 0.909091
Stage 23 => Total: 10, Pass: 10, noPass: 0, PassRate: 1.000000
Stage 24 => Total: 10, Pass: 9, noPass: 1, PassRate: 0.900000
Stage 25 => Total: 9, Pass: 9, noPass: 0, PassRate: 1.000000
Stage 26 => Total: 9, Pass: 9, noPass: 0, PassRate: 1.000000
Stage 27 => Total: 9, Pass: 9, noPass: 0, PassRate: 1.000000
Stage 28 => Total: 9, Pass: 9, noPass: 0, PassRate: 1.000000
Stage 29 => Total: 9, Pass: 9, noPass: 0, PassRate: 1.000000
Stage 30 => Total: 9, Pass: 9, noPass: 0, PassRate: 1.000000
Stage 31 => Total: 9, Pass: 9, noPass: 0, PassRate: 1.000000
Stage 32 => Total: 9, Pass: 9, noPass: 0, PassRate: 1.000000
Stage 33 => Total: 9, Pass: 8, noPass: 1, PassRate: 0.888889
Stage 34 => Total: 8, Pass: 8, noPass: 0, PassRate: 1.000000
Stage 35 => Total: 8, Pass: 7, noPass: 1, PassRate: 0.875000
Stage 36 => Total: 7, Pass: 7, noPass: 0, PassRate: 1.000000
Stage 37 => Total: 7, Pass: 7, noPass: 0, PassRate: 1.000000
Stage 38 => Total: 7, Pass: 7, noPass: 0, PassRate: 1.000000

Scale: 9.313226, FrameSum: 60, P: 3, N: 57, PFrate: 0.050000
Stage 1 => Total: 60, Pass: 17, noPass: 43, PassRate: 0.283333
Stage 2 => Total: 17, Pass: 15, noPass: 2, PassRate: 0.882353
Stage 3 => Total: 15, Pass: 14, noPass: 1, PassRate: 0.933333
Stage 4 => Total: 14, Pass: 14, noPass: 0, PassRate: 1.000000
Stage 5 => Total: 14, Pass: 14, noPass: 0, PassRate: 1.000000
Stage 6 => Total: 14, Pass: 11, noPass: 3, PassRate: 0.785714
Stage 7 => Total: 11, Pass: 8, noPass: 3, PassRate: 0.727273
Stage 8 => Total: 8, Pass: 8, noPass: 0, PassRate: 1.000000
Stage 9 => Total: 8, Pass: 7, noPass: 1, PassRate: 0.875000
Stage 10 => Total: 7, Pass: 7, noPass: 0, PassRate: 1.000000
Stage 11 => Total: 7, Pass: 7, noPass: 0, PassRate: 1.000000
Stage 12 => Total: 7, Pass: 6, noPass: 1, PassRate: 0.857143
Stage 13 => Total: 6, Pass: 6, noPass: 0, PassRate: 1.000000
Stage 14 => Total: 6, Pass: 6, noPass: 0, PassRate: 1.000000
Stage 15 => Total: 6, Pass: 6, noPass: 0, PassRate: 1.000000
Stage 16 => Total: 6, Pass: 6, noPass: 0, PassRate: 1.000000
Stage 17 => Total: 6, Pass: 4, noPass: 2, PassRate: 0.666667
Stage 18 => Total: 4, Pass: 4, noPass: 0, PassRate: 1.000000
Stage 19 => Total: 4, Pass: 4, noPass: 0, PassRate: 1.000000
Stage 20 => Total: 4, Pass: 4, noPass: 0, PassRate: 1.000000
Stage 21 => Total: 4, Pass: 4, noPass: 0, PassRate: 1.000000
Stage 22 => Total: 4, Pass: 4, noPass: 0, PassRate: 1.000000
Stage 23 => Total: 4, Pass: 4, noPass: 0, PassRate: 1.000000
Stage 24 => Total: 4, Pass: 4, noPass: 0, PassRate: 1.000000
Stage 25 => Total: 4, Pass: 4, noPass: 0, PassRate: 1.000000
Stage 26 => Total: 4, Pass: 4, noPass: 0, PassRate: 1.000000
Stage 27 => Total: 4, Pass: 4, noPass: 0, PassRate: 1.000000
Stage 28 => Total: 4, Pass: 4, noPass: 0, PassRate: 1.000000
Stage 29 => Total: 4, Pass: 4, noPass: 0, PassRate: 1.000000
Stage 30 => Total: 4, Pass: 3, noPass: 1, PassRate: 0.750000
Stage 31 => Total: 3, Pass: 3, noPass: 0, PassRate: 1.000000
Stage 32 => Total: 3, Pass: 3, noPass: 0, PassRate: 1.000000
Stage 33 => Total: 3, Pass: 3, noPass: 0, PassRate: 1.000000
Stage 34 => Total: 3, Pass: 3, noPass: 0, PassRate: 1.000000
Stage 35 => Total: 3, Pass: 3, noPass: 0, PassRate: 1.000000
Stage 36 => Total: 3, Pass: 3, noPass: 0, PassRate: 1.000000
Stage 37 => Total: 3, Pass: 3, noPass: 0, PassRate: 1.000000
Stage 38 => Total: 3, Pass: 3, noPass: 0, PassRate: 1.000000

Scale: 11.641532, FrameSum: 4, P: 0, N: 4, PFrate: 0.000000
Stage 1 => Total: 4, Pass: 3, noPass: 1, PassRate: 0.750000
Stage 2 => Total: 3, Pass: 3, noPass: 0, PassRate: 1.000000
Stage 3 => Total: 3, Pass: 3, noPass: 0, PassRate: 1.000000
Stage 4 => Total: 3, Pass: 1, noPass: 2, PassRate: 0.333333
Stage 5 => Total: 1, Pass: 1, noPass: 0, PassRate: 1.000000
Stage 6 => Total: 1, Pass: 1, noPass: 0, PassRate: 1.000000
Stage 7 => Total: 1, Pass: 0, noPass: 1, PassRate: 0.000000
Stage 8 => Total: 0, Pass: 0, noPass: 0, PassRate: -1.#IND00
Stage 9 => Total: 0, Pass: 0, noPass: 0, PassRate: -1.#IND00
Stage 10 => Total: 0, Pass: 0, noPass: 0, PassRate: -1.#IND00
Stage 11 => Total: 0, Pass: 0, noPass: 0, PassRate: -1.#IND00
Stage 12 => Total: 0, Pass: 0, noPass: 0, PassRate: -1.#IND00
Stage 13 => Total: 0, Pass: 0, noPass: 0, PassRate: -1.#IND00
Stage 14 => Total: 0, Pass: 0, noPass: 0, PassRate: -1.#IND00
Stage 15 => Total: 0, Pass: 0, noPass: 0, PassRate: -1.#IND00
Stage 16 => Total: 0, Pass: 0, noPass: 0, PassRate: -1.#IND00
Stage 17 => Total: 0, Pass: 0, noPass: 0, PassRate: -1.#IND00
Stage 18 => Total: 0, Pass: 0, noPass: 0, PassRate: -1.#IND00
Stage 19 => Total: 0, Pass: 0, noPass: 0, PassRate: -1.#IND00
Stage 20 => Total: 0, Pass: 0, noPass: 0, PassRate: -1.#IND00
Stage 21 => Total: 0, Pass: 0, noPass: 0, PassRate: -1.#IND00
Stage 22 => Total: 0, Pass: 0, noPass: 0, PassRate: -1.#IND00
Stage 23 => Total: 0, Pass: 0, noPass: 0, PassRate: -1.#IND00
Stage 24 => Total: 0, Pass: 0, noPass: 0, PassRate: -1.#IND00
Stage 25 => Total: 0, Pass: 0, noPass: 0, PassRate: -1.#IND00
Stage 26 => Total: 0, Pass: 0, noPass: 0, PassRate: -1.#IND00
Stage 27 => Total: 0, Pass: 0, noPass: 0, PassRate: -1.#IND00
Stage 28 => Total: 0, Pass: 0, noPass: 0, PassRate: -1.#IND00
Stage 29 => Total: 0, Pass: 0, noPass: 0, PassRate: -1.#IND00
Stage 30 => Total: 0, Pass: 0, noPass: 0, PassRate: -1.#IND00
Stage 31 => Total: 0, Pass: 0, noPass: 0, PassRate: -1.#IND00
Stage 32 => Total: 0, Pass: 0, noPass: 0, PassRate: -1.#IND00
Stage 33 => Total: 0, Pass: 0, noPass: 0, PassRate: -1.#IND00
Stage 34 => Total: 0, Pass: 0, noPass: 0, PassRate: -1.#IND00
Stage 35 => Total: 0, Pass: 0, noPass: 0, PassRate: -1.#IND00
Stage 36 => Total: 0, Pass: 0, noPass: 0, PassRate: -1.#IND00
Stage 37 => Total: 0, Pass: 0, noPass: 0, PassRate: -1.#IND00
Stage 38 => Total: 0, Pass: 0, noPass: 0, PassRate: -1.#IND00

